[2010-11-01 23:06:05,537] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:08,031] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:10,315] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:12,596] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:15,083] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:17,383] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:19,650] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:21,954] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:24,229] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:26,511] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:28,801] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:31,103] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:33,374] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:35,666] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:37,946] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:40,230] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:42,515] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:44,819] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:47,082] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:49,385] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:51,668] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:53,957] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:56,262] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:06:58,568] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:07:00,846] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:07:03,148] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:07:05,440] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:07:07,733] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:07:10,013] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:07:12,310] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-01 23:07:14,604] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/.done
[2010-11-02 13:27:41,444] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:27:43,928] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:27:46,414] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:27:48,677] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:27:51,166] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:27:53,641] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:27:56,132] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:27:58,605] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:37:33,291] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:46:14,169] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:48:36,834] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:51:15,077] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:51:46,363] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:51:48,603] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.meta
[2010-11-02 13:51:50,853] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 13:51:53,098] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.meta
[2010-11-02 14:37:45,390] (ERROR) controller.py: 54:  Controller instance has no attribute 'hdt'
[2010-11-02 14:43:29,888] (ERROR) controller.py: 58:  Controller instance has no attribute 'hdt'
[2010-11-02 14:45:33,512] (ERROR) controller.py: 60:  global name 'fn' is not defined
[2010-11-02 14:46:03,439] (ERROR) controller.py: 60:  global name 'timeout' is not defined
[2010-11-02 14:46:13,691] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:16,181] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:18,676] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:20,941] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:24,438] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:26,752] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:29,250] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:31,751] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:34,246] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:36,746] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:39,250] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:41,746] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:44,250] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:46,910] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:49,411] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:51,910] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:54,409] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:56,909] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:46:59,412] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 14:47:01,891] (ERROR) controller.py: 60:  Got break files: /tmp/nowait QUIT
[2010-11-02 14:47:09,760] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:12:42,473] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:12:45,750] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:12:48,237] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:12:57,530] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:12:59,794] (INFO) controller.py: 54:  Got break files: /tmp/nowait QUIT
[2010-11-02 15:12:59,794] (INFO) controller.py: 61:  Got break files: /tmp/nowait QUIT
[2010-11-02 15:13:39,588] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:13:41,829] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:13:44,082] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:13:46,372] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:13:48,795] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:13:51,241] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:13:53,661] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:13:55,907] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:13:58,328] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:14:00,774] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:14:03,030] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:14:05,280] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:14:07,530] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:14:09,780] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:14:12,028] (INFO) controller.py: 60:  Got break files: /tmp/nowait QUIT
[2010-11-02 15:14:16,428] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:14:18,707] (INFO) controller.py: 60:  got signal file from hadoop
[2010-11-02 15:14:59,774] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:15:02,017] (INFO) controller.py: 60:  got signal file from hadoop
[2010-11-02 15:15:20,809] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:15:23,080] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:15:25,351] (DEBUG) process.py: 23:  ./hadoop_client/bin/hadoop dfs -test -e hdfs://10.249.69.101:9000/user/daogou/indexbuilder/data/current/.done
[2010-11-02 15:15:28,630] (INFO) controller.py: 60:  got signal file from hadoop
[2010-11-02 17:51:38,097] (DEBUG) hadoop_copyer.py: 26:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src
[2010-11-02 17:51:38,097] (DEBUG) process.py: 23:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src/hadoop_client/bin/hadoop dfs -test -e /user/daogou/indexbuilder/data/current/dump_bbs/.done
[2010-11-02 17:51:40,125] (DEBUG) process.py: 23:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src/hadoop_client/bin/hadoop dfs -test -e /user/daogou/indexbuilder/data/current/dump_bbs/.meta
[2010-11-02 17:51:42,171] (DEBUG) hadoop_copyer.py:185:  path [/user/daogou/indexbuilder/data/current/dump_bbs] is not ready
[2010-11-02 17:51:42,171] (DEBUG) process.py: 23:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src/hadoop_client/bin/hadoop dfs -test -e /user/daogou/indexbuilder/data/current/dump_auction/.done
[2010-11-02 17:51:44,225] (DEBUG) process.py: 23:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src/hadoop_client/bin/hadoop dfs -test -e /user/daogou/indexbuilder/data/current/dump_auction/.meta
[2010-11-02 17:51:46,335] (DEBUG) hadoop_copyer.py:185:  path [/user/daogou/indexbuilder/data/current/dump_auction] is not ready
[2010-11-02 17:51:46,335] (DEBUG) process.py: 23:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src/hadoop_client/bin/hadoop dfs -test -e /user/daogou/indexbuilder/data/current/dump_news/.done
[2010-11-02 17:51:48,325] (DEBUG) process.py: 23:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src/hadoop_client/bin/hadoop dfs -test -e /user/daogou/indexbuilder/data/current/dump_news/.meta
[2010-11-02 17:51:50,421] (DEBUG) hadoop_copyer.py:185:  path [/user/daogou/indexbuilder/data/current/dump_news] is not ready
[2010-11-02 17:51:50,422] (DEBUG) process.py: 23:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src/hadoop_client/bin/hadoop dfs -test -e /user/daogou/indexbuilder/data/current/dump_comment_record/.done
[2010-11-02 17:51:52,477] (DEBUG) process.py: 23:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src/hadoop_client/bin/hadoop dfs -test -e /user/daogou/indexbuilder/data/current/dump_comment_record/.meta
[2010-11-02 17:51:54,495] (DEBUG) hadoop_copyer.py:185:  path [/user/daogou/indexbuilder/data/current/dump_comment_record] is not ready
[2010-11-02 17:51:54,496] (DEBUG) process.py: 23:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src/hadoop_client/bin/hadoop dfs -test -e /user/daogou/indexbuilder/data/current/dump_question/.done
[2010-11-02 17:51:56,590] (DEBUG) process.py: 23:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src/hadoop_client/bin/hadoop dfs -test -e /user/daogou/indexbuilder/data/current/dump_question/.meta
[2010-11-02 17:51:58,893] (DEBUG) hadoop_copyer.py:185:  path [/user/daogou/indexbuilder/data/current/dump_question] is not ready
[2010-11-02 17:52:08,893] (DEBUG) process.py: 23:  /apsarapangu/disk5/daogou/crontab/pe_code/index_switcher/src/hadoop_client/bin/hadoop dfs -test -e /user/daogou/indexbuilder/data/current/dump_bbs/.done
